oid,uid,date,product_name,pid,price,brand
7418,1146,5/4/2021,cat food,24,106,Whiskas
7418,1146,5/4/2021,bottled water,12,62,Bisleri
7418,1146,5/4/2021,instant coffee,75,328,Nescafe
7418,1146,5/4/2021,curd,40,473,Mother Dairy
7418,1146,5/4/2021,whole milk,164,176,Mother Dairy
7419,49,22/07/2021,frozen meals,61,361,Ocean's Secret
7419,49,22/07/2021,sugar,150,100,TATA
7419,49,22/07/2021,female sanitary products,50,148,Whisper
7419,49,22/07/2021,frozen meals,61,361,Ocean's Secret
7419,49,22/07/2021,soda,138,165,TATA
7420,1016,22/07/2021,newspapers,95,84,Origami
7420,1016,22/07/2021,whipped/sour cream,160,170,Amul
7420,1016,22/07/2021,bottled water,12,62,Bisleri
7420,1016,22/07/2021,sugar,150,100,TATA
7420,1016,22/07/2021,rolls/buns,122,316,Godrej
7421,1985,26/04/2021,curd cheese,41,351,Amul
7421,1985,26/04/2021,detergent,45,295,Rin
7421,1985,26/04/2021,waffles,159,103,Cadbury
7421,1985,26/04/2021,dishes,47,150,Borosil
7421,1985,26/04/2021,root vegetables,123,401,Ocean's Secret
7422,832,26/04/2021,domestic eggs,49,437,Henfruit
7422,832,26/04/2021,bottled water,12,62,Bisleri
7422,832,26/04/2021,salty snack,128,74,Sunfeast
7422,832,26/04/2021,abrasive cleaner,2,435,Cif
7422,832,26/04/2021,sugar,150,100,TATA
7423,1114,2/5/2021,newspapers,95,84,Origami
7423,1114,2/5/2021,rolls/buns,122,316,Godrej
7423,1114,2/5/2021,margarine,88,151,TSR
7423,1114,2/5/2021,chocolate,28,435,Cadbury
7423,1114,2/5/2021,newspapers,95,84,Origami
7424,1189,2/5/2021,canned vegetables,23,277,Ocean
7424,1189,2/5/2021,coffee,34,476,Nescafe
7424,1189,2/5/2021,waffles,159,103,Cadbury
7424,1189,2/5/2021,pasta,104,230,MTR
7424,1189,2/5/2021,specialty bar,143,85,True elements
7425,1105,1/6/2021,napkins,94,332,Origami
7425,1105,1/6/2021,bottled beer,11,273,Budweiser
7425,1105,1/6/2021,newspapers,95,84,Origami
7425,1105,1/6/2021,shopping bags,133,467,Lankmark
7425,1105,1/6/2021,cream cheese ,39,426,Mother Dairy
7426,1101,1/6/2021,rolls/buns,122,316,Godrej
7426,1101,1/6/2021,fruit/vegetable juice,64,183,Real
7426,1101,1/6/2021,bottled beer,11,273,Budweiser
7426,1101,1/6/2021,shopping bags,133,467,Lankmark
7426,1101,1/6/2021,butter,15,389,Amul
7427,983,3/9/2021,beverages,10,305,Minute Maid
7427,983,3/9/2021,cling film/bags,32,343,Lankmark
7427,983,3/9/2021,cream cheese ,39,426,Mother Dairy
7427,983,3/9/2021,flower (seeds),54,457,True Basket
7427,983,3/9/2021,salty snack,128,74,Sunfeast
7428,70,3/9/2021,rolls/buns,122,316,Godrej
7428,70,3/9/2021,napkins,94,332,Origami
7428,70,3/9/2021,frozen dessert,58,180,Cadbury
7428,70,3/9/2021,bottled water,12,62,Bisleri
7428,70,3/9/2021,bottled water,12,62,Bisleri
7429,1207,1/4/2021,soups,141,490,MTR
7429,1207,1/4/2021,hygiene articles,73,301,Set Wet
7429,1207,1/4/2021,brown bread,14,423,English Oven
7429,1207,1/4/2021,semi-finished bread,132,403,English Oven
7429,1207,1/4/2021,rolls/buns,122,316,Godrej
7430,920,1/4/2021,soda,138,165,TATA
7430,920,1/4/2021,pickled vegetables,108,389,MTR
7430,920,1/4/2021,napkins,94,332,Origami
7430,920,1/4/2021,flour,53,259,Aashirvaad
7430,920,1/4/2021,rolls/buns,122,316,Godrej
7431,883,26/07/2021,abrasive cleaner,2,435,Cif
7431,883,26/07/2021,margarine,88,151,TSR
7431,883,26/07/2021,chocolate,28,435,Cadbury
7431,883,26/07/2021,waffles,159,103,Cadbury
7431,883,26/07/2021,dish cleaner,46,283,Vim
7432,252,26/07/2021,chewing gum,26,280,Nestle
7432,252,26/07/2021,brown bread,14,423,English Oven
7432,252,26/07/2021,cat food,24,106,Whiskas
7432,252,26/07/2021,hygiene articles,73,301,Set Wet
7432,252,26/07/2021,syrup,152,135,Hershey's
7433,777,27/05/2021,fruit/vegetable juice,64,183,Real
7433,777,27/05/2021,softener,140,170,Ocean
7433,777,27/05/2021,coffee,34,476,Nescafe
7433,777,27/05/2021,margarine,88,151,TSR
7433,777,27/05/2021,roll products ,121,297,Origami
7434,557,27/05/2021,bottled water,12,62,Bisleri
7434,557,27/05/2021,semi-finished bread,132,403,English Oven
7434,557,27/05/2021,hygiene articles,73,301,Set Wet
7434,557,27/05/2021,sliced cheese,135,185,TATA
7434,557,27/05/2021,rice,120,490,Basmati
7435,701,2/7/2021,misc. beverages,92,493,Minute Maid
7435,701,2/7/2021,shopping bags,133,467,Lankmark
7435,701,2/7/2021,frozen potato products,62,189,MTR
7435,701,2/7/2021,red/blush wine,119,438,Budweiser
7435,701,2/7/2021,rolls/buns,122,316,Godrej
7436,910,2/7/2021,candles,18,491,Bella Vita Organic
7436,910,2/7/2021,sliced cheese,135,185,TATA
7436,910,2/7/2021,hygiene articles,73,301,Set Wet
7436,910,2/7/2021,frozen dessert,58,180,Cadbury
7436,910,2/7/2021,bottled water,12,62,Bisleri
7437,393,25/05/2021,pastry,105,184,MTR
7437,393,25/05/2021,bottled water,12,62,Bisleri
7437,393,25/05/2021,bottled beer,11,273,Budweiser
7437,393,25/05/2021,seasonal products,131,148,TATA
7437,393,25/05/2021,detergent,45,295,Rin
7438,1740,25/05/2021,pickled vegetables,108,389,MTR
7438,1740,25/05/2021,bottled water,12,62,Bisleri
7438,1740,25/05/2021,frozen vegetables,63,113,Ocean's Secret
7438,1740,25/05/2021,flour,53,259,Aashirvaad
7438,1740,25/05/2021,coffee,34,476,Nescafe
7439,128,9/6/2021,margarine,88,151,TSR
7439,128,9/6/2021,tea,153,108,TATA
7439,128,9/6/2021,liquor,82,381,Budweiser
7439,128,9/6/2021,shopping bags,133,467,Lankmark
7439,128,9/6/2021,chocolate,28,435,Cadbury
7440,1696,9/6/2021,soda,138,165,TATA
7440,1696,9/6/2021,dish cleaner,46,283,Vim
7440,1696,9/6/2021,long life bakery product,85,398,Hershey's
7440,1696,9/6/2021,waffles,159,103,Cadbury
7440,1696,9/6/2021,candles,18,491,Bella Vita Organic
7441,452,20/06/2021,sugar,150,100,TATA
7441,452,20/06/2021,chocolate,28,435,Cadbury
7441,452,20/06/2021,shopping bags,133,467,Lankmark
7441,452,20/06/2021,newspapers,95,84,Origami
7441,452,20/06/2021,organic products,100,99,Fressco
7442,1514,20/06/2021,whipped/sour cream,160,170,Amul
7442,1514,20/06/2021,cat food,24,106,Whiskas
7442,1514,20/06/2021,napkins,94,332,Origami
7442,1514,20/06/2021,soda,138,165,TATA
7442,1514,20/06/2021,yogurt,165,496,Amul
7443,1768,3/5/2021,long life bakery product,85,398,Hershey's
7443,1768,3/5/2021,bottled water,12,62,Bisleri
7443,1768,3/5/2021,bottled water,12,62,Bisleri
7443,1768,3/5/2021,rolls/buns,122,316,Godrej
7443,1768,3/5/2021,rolls/buns,122,316,Godrej
7444,136,3/5/2021,newspapers,95,84,Origami
7444,136,3/5/2021,newspapers,95,84,Origami
7444,136,3/5/2021,flour,53,259,Aashirvaad
7444,136,3/5/2021,bottled water,12,62,Bisleri
7444,136,3/5/2021,shopping bags,133,467,Lankmark
7445,237,10/4/2021,domestic eggs,49,437,Henfruit
7445,237,10/4/2021,candles,18,491,Bella Vita Organic
7445,237,10/4/2021,frozen meals,61,361,Ocean's Secret
7445,237,10/4/2021,napkins,94,332,Origami
7445,237,10/4/2021,mustard,93,480,Vedaka
7446,1991,10/4/2021,sugar,150,100,TATA
7446,1991,10/4/2021,fruit/vegetable juice,64,183,Real
7446,1991,10/4/2021,coffee,34,476,Nescafe
7446,1991,10/4/2021,newspapers,95,84,Origami
7446,1991,10/4/2021,sliced cheese,135,185,TATA
7447,1216,11/4/2021,ready soups,118,129,MTR
7447,1216,11/4/2021,rolls/buns,122,316,Godrej
7447,1216,11/4/2021,rolls/buns,122,316,Godrej
7447,1216,11/4/2021,whole milk,164,176,Mother Dairy
7447,1216,11/4/2021,hard cheese,69,460,Mother Dairy
7448,1209,11/4/2021,yogurt,165,496,Amul
7448,1209,11/4/2021,abrasive cleaner,2,435,Cif
7448,1209,11/4/2021,shopping bags,133,467,Lankmark
7448,1209,11/4/2021,whipped/sour cream,160,170,Amul
7448,1209,11/4/2021,chocolate,28,435,Cadbury
7449,1003,7/5/2021,red/blush wine,119,438,Budweiser
7449,1003,7/5/2021,curd cheese,41,351,Amul
7449,1003,7/5/2021,shopping bags,133,467,Lankmark
7449,1003,7/5/2021,newspapers,95,84,Origami
7449,1003,7/5/2021,pastry,105,184,MTR
7450,553,7/5/2021,long life bakery product,85,398,Hershey's
7450,553,7/5/2021,napkins,94,332,Origami
7450,553,7/5/2021,ready soups,118,129,MTR
7450,553,7/5/2021,oil,98,134,Aashirvaad
7450,553,7/5/2021,shopping bags,133,467,Lankmark
7451,1729,22/06/2021,pot plants,112,238,Origami
7451,1729,22/06/2021,yogurt,165,496,Amul
7451,1729,22/06/2021,pot plants,112,238,Origami
7451,1729,22/06/2021,bottled water,12,62,Bisleri
7451,1729,22/06/2021,soda,138,165,TATA
7452,41,22/06/2021,fruit/vegetable juice,64,183,Real
7452,41,22/06/2021,brown bread,14,423,English Oven
7452,41,22/06/2021,bottled beer,11,273,Budweiser
7452,41,22/06/2021,cream cheese ,39,426,Mother Dairy
7452,41,22/06/2021,UHT-milk,1,95,Amul
7453,1232,19/04/2021,flower (seeds),54,457,True Basket
7453,1232,19/04/2021,white bread,162,176,English Oven
7453,1232,19/04/2021,pastry,105,184,MTR
7453,1232,19/04/2021,cleaner,31,212,Harpic
7453,1232,19/04/2021,yogurt,165,496,Amul
7454,552,19/04/2021,artif. sweetener,3,120,Sugar free
7454,552,19/04/2021,seasonal products,131,148,TATA
7454,552,19/04/2021,fruit/vegetable juice,64,183,Real
7454,552,19/04/2021,soft cheese,139,114,Mother Dairy
7454,552,19/04/2021,yogurt,165,496,Amul
7455,1163,16/06/2021,butter milk,16,464,Amul
7455,1163,16/06/2021,pot plants,112,238,Origami
7455,1163,16/06/2021,soda,138,165,TATA
7455,1163,16/06/2021,shopping bags,133,467,Lankmark
7455,1163,16/06/2021,white bread,162,176,English Oven
7456,1435,16/06/2021,whipped/sour cream,160,170,Amul
7456,1435,16/06/2021,dental care,43,315,Colgate
7456,1435,16/06/2021,canned beer,20,280,Budweiser
7456,1435,16/06/2021,white bread,162,176,English Oven
7456,1435,16/06/2021,yogurt,165,496,Amul
7457,180,26/09/2021,pastry,105,184,MTR
7457,180,26/09/2021,UHT-milk,1,95,Amul
7457,180,26/09/2021,fruit/vegetable juice,64,183,Real
7457,180,26/09/2021,white bread,162,176,English Oven
7457,180,26/09/2021,long life bakery product,85,398,Hershey's
7458,219,26/09/2021,rum,125,362,Ocean
7458,219,26/09/2021,pickled vegetables,108,389,MTR
7458,219,26/09/2021,artif. sweetener,3,120,Sugar free
7458,219,26/09/2021,processed cheese,115,380,Amul
7458,219,26/09/2021,white bread,162,176,English Oven
7459,92,22/09/2021,coffee,34,476,Nescafe
7459,92,22/09/2021,dessert,44,266,Nestle
7459,92,22/09/2021,bottled water,12,62,Bisleri
7459,92,22/09/2021,newspapers,95,84,Origami
7459,92,22/09/2021,white bread,162,176,English Oven
7460,53,22/09/2021,Instant food products,0,190,Nestle
7460,53,22/09/2021,fruit/vegetable juice,64,183,Real
7460,53,22/09/2021,napkins,94,332,Origami
7460,53,22/09/2021,pastry,105,184,MTR
7460,53,22/09/2021,margarine,88,151,TSR
7461,281,10/5/2021,curd,40,473,Mother Dairy
7461,281,10/5/2021,chocolate,28,435,Cadbury
7461,281,10/5/2021,bottled water,12,62,Bisleri
7461,281,10/5/2021,whipped/sour cream,160,170,Amul
7461,281,10/5/2021,fruit/vegetable juice,64,183,Real
7462,557,10/5/2021,rolls/buns,122,316,Godrej
7462,557,10/5/2021,pudding powder,117,500,MTR
7462,557,10/5/2021,brandy,13,143,Ossoro
7462,557,10/5/2021,canned beer,20,280,Budweiser
7462,557,10/5/2021,liquor (appetizer),83,414,Budweiser
7463,1846,16/04/2021,rice,120,490,Basmati
7463,1846,16/04/2021,fruit/vegetable juice,64,183,Real
7463,1846,16/04/2021,hygiene articles,73,301,Set Wet
7463,1846,16/04/2021,pastry,105,184,MTR
7463,1846,16/04/2021,hard cheese,69,460,Mother Dairy
7464,374,16/04/2021,fruit/vegetable juice,64,183,Real
7464,374,16/04/2021,baking powder,6,265,MDH
7464,374,16/04/2021,rolls/buns,122,316,Godrej
7464,374,16/04/2021,tropical fruit,156,424,Fressco
7464,374,16/04/2021,pastry,105,184,MTR
7465,737,11/5/2021,bottled beer,11,273,Budweiser
7465,737,11/5/2021,curd,40,473,Mother Dairy
7465,737,11/5/2021,salty snack,128,74,Sunfeast
7465,737,11/5/2021,soda,138,165,TATA
7465,737,11/5/2021,salty snack,128,74,Sunfeast
7466,1831,11/5/2021,yogurt,165,496,Amul
7466,1831,11/5/2021,frozen dessert,58,180,Cadbury
7466,1831,11/5/2021,long life bakery product,85,398,Hershey's
7466,1831,11/5/2021,yogurt,165,496,Amul
7466,1831,11/5/2021,cookware,37,124,Prestige
7467,1333,17/04/2021,Instant food products,0,190,Nestle
7467,1333,17/04/2021,cat food,24,106,Whiskas
7467,1333,17/04/2021,sugar,150,100,TATA
7467,1333,17/04/2021,other vegetables,102,331,Fressco
7467,1333,17/04/2021,canned vegetables,23,277,Ocean
7468,1325,17/04/2021,bottled water,12,62,Bisleri
7468,1325,17/04/2021,shopping bags,133,467,Lankmark
7468,1325,17/04/2021,white bread,162,176,English Oven
7468,1325,17/04/2021,dental care,43,315,Colgate
7468,1325,17/04/2021,dishes,47,150,Borosil
7469,1946,20/05/2021,whipped/sour cream,160,170,Amul
7469,1946,20/05/2021,flour,53,259,Aashirvaad
7469,1946,20/05/2021,salty snack,128,74,Sunfeast
7469,1946,20/05/2021,baking powder,6,265,MDH
7469,1946,20/05/2021,salt,127,315,TATA
7470,1641,20/05/2021,hygiene articles,73,301,Set Wet
7470,1641,20/05/2021,domestic eggs,49,437,Henfruit
7470,1641,20/05/2021,rolls/buns,122,316,Godrej
7470,1641,20/05/2021,shopping bags,133,467,Lankmark
7470,1641,20/05/2021,frozen dessert,58,180,Cadbury
7471,1359,28/09/2021,brown bread,14,423,English Oven
7471,1359,28/09/2021,white bread,162,176,English Oven
7471,1359,28/09/2021,bottled beer,11,273,Budweiser
7471,1359,28/09/2021,domestic eggs,49,437,Henfruit
7471,1359,28/09/2021,domestic eggs,49,437,Henfruit
7472,1730,28/09/2021,white bread,162,176,English Oven
7472,1730,28/09/2021,oil,98,134,Aashirvaad
7472,1730,28/09/2021,butter,15,389,Amul
7472,1730,28/09/2021,soft cheese,139,114,Mother Dairy
7472,1730,28/09/2021,long life bakery product,85,398,Hershey's
7473,117,7/8/2021,rolls/buns,122,316,Godrej
7473,117,7/8/2021,soda,138,165,TATA
7473,117,7/8/2021,shopping bags,133,467,Lankmark
7473,117,7/8/2021,sweet spreads,151,452,Hershey's
7473,117,7/8/2021,bottled water,12,62,Bisleri
7474,1030,7/8/2021,specialty bar,143,85,True elements
7474,1030,7/8/2021,specialty chocolate,145,414,Cadbury
7474,1030,7/8/2021,napkins,94,332,Origami
7474,1030,7/8/2021,domestic eggs,49,437,Henfruit
7474,1030,7/8/2021,soda,138,165,TATA
7475,1198,17/09/2021,oil,98,134,Aashirvaad
7475,1198,17/09/2021,frozen vegetables,63,113,Ocean's Secret
7475,1198,17/09/2021,baking powder,6,265,MDH
7475,1198,17/09/2021,fruit/vegetable juice,64,183,Real
7475,1198,17/09/2021,newspapers,95,84,Origami
7476,834,17/09/2021,margarine,88,151,TSR
7476,834,17/09/2021,rolls/buns,122,316,Godrej
7476,834,17/09/2021,napkins,94,332,Origami
7476,834,17/09/2021,coffee,34,476,Nescafe
7476,834,17/09/2021,snack products,136,483,Kissan
7477,765,22/09/2021,cat food,24,106,Whiskas
7477,765,22/09/2021,bottled water,12,62,Bisleri
7477,765,22/09/2021,margarine,88,151,TSR
7477,765,22/09/2021,flour,53,259,Aashirvaad
7477,765,22/09/2021,pasta,104,230,MTR
7478,1760,22/09/2021,soda,138,165,TATA
7478,1760,22/09/2021,house keeping products,72,451,Harpic
7478,1760,22/09/2021,brown bread,14,423,English Oven
7478,1760,22/09/2021,rolls/buns,122,316,Godrej
7478,1760,22/09/2021,coffee,34,476,Nescafe
7479,832,13/08/2021,oil,98,134,Aashirvaad
7479,832,13/08/2021,soups,141,490,MTR
7479,832,13/08/2021,dish cleaner,46,283,Vim
7479,832,13/08/2021,roll products ,121,297,Origami
7479,832,13/08/2021,white bread,162,176,English Oven
7480,681,13/08/2021,newspapers,95,84,Origami
7480,681,13/08/2021,fruit/vegetable juice,64,183,Real
7480,681,13/08/2021,pastry,105,184,MTR
7480,681,13/08/2021,Instant food products,0,190,Nestle
7480,681,13/08/2021,white bread,162,176,English Oven
7481,669,14/08/2021,salt,127,315,TATA
7481,669,14/08/2021,bottled beer,11,273,Budweiser
7481,669,14/08/2021,yogurt,165,496,Amul
7481,669,14/08/2021,chocolate,28,435,Cadbury
7481,669,14/08/2021,pastry,105,184,MTR
7482,474,14/08/2021,shopping bags,133,467,Lankmark
7482,474,14/08/2021,yogurt,165,496,Amul
7482,474,14/08/2021,pastry,105,184,MTR
7482,474,14/08/2021,fruit/vegetable juice,64,183,Real
7482,474,14/08/2021,whole milk,164,176,Mother Dairy
7483,991,25/08/2021,bottled water,12,62,Bisleri
7483,991,25/08/2021,cat food,24,106,Whiskas
7483,991,25/08/2021,specialty fat,146,150,Hershey's
7483,991,25/08/2021,vinegar,158,469,MTR
7483,991,25/08/2021,female sanitary products,50,148,Whisper
7484,1459,25/08/2021,pastry,105,184,MTR
7484,1459,25/08/2021,candy,19,283,Cadbury
7484,1459,25/08/2021,chocolate,28,435,Cadbury
7484,1459,25/08/2021,napkins,94,332,Origami
7484,1459,25/08/2021,sugar,150,100,TATA
7485,190,10/4/2021,cat food,24,106,Whiskas
7485,190,10/4/2021,canned vegetables,23,277,Ocean
7485,190,10/4/2021,softener,140,170,Ocean
7485,190,10/4/2021,pot plants,112,238,Origami
7485,190,10/4/2021,cream cheese ,39,426,Mother Dairy
7486,923,10/4/2021,pastry,105,184,MTR
7486,923,10/4/2021,bottled beer,11,273,Budweiser
7486,923,10/4/2021,instant coffee,75,328,Nescafe
7486,923,10/4/2021,salad dressing,126,76,MTR
7486,923,10/4/2021,fruit/vegetable juice,64,183,Real
7487,914,17/05/2021,frozen vegetables,63,113,Ocean's Secret
7487,914,17/05/2021,onions,99,226,Fressco
7487,914,17/05/2021,curd,40,473,Mother Dairy
7487,914,17/05/2021,bottled water,12,62,Bisleri
7487,914,17/05/2021,bottled water,12,62,Bisleri
7488,378,17/05/2021,canned fish,21,240,Costa's
7488,378,17/05/2021,cereals,25,413,Kellogg's
7488,378,17/05/2021,yogurt,165,496,Amul
7488,378,17/05/2021,canned beer,20,280,Budweiser
7488,378,17/05/2021,cling film/bags,32,343,Lankmark
7489,1350,23/04/2021,other vegetables,102,331,Fressco
7489,1350,23/04/2021,chocolate,28,435,Cadbury
7489,1350,23/04/2021,white bread,162,176,English Oven
7489,1350,23/04/2021,white bread,162,176,English Oven
7489,1350,23/04/2021,napkins,94,332,Origami
7490,1981,23/04/2021,vinegar,158,469,MTR
7490,1981,23/04/2021,soda,138,165,TATA
7490,1981,23/04/2021,fruit/vegetable juice,64,183,Real
7490,1981,23/04/2021,semi-finished bread,132,403,English Oven
7490,1981,23/04/2021,fruit/vegetable juice,64,183,Real
7491,590,2/8/2021,pickled vegetables,108,389,MTR
7491,590,2/8/2021,soft cheese,139,114,Mother Dairy
7491,590,2/8/2021,frozen vegetables,63,113,Ocean's Secret
7491,590,2/8/2021,long life bakery product,85,398,Hershey's
7491,590,2/8/2021,shopping bags,133,467,Lankmark
7492,1668,2/8/2021,soda,138,165,TATA
7492,1668,2/8/2021,soda,138,165,TATA
7492,1668,2/8/2021,canned beer,20,280,Budweiser
7492,1668,2/8/2021,curd cheese,41,351,Amul
7492,1668,2/8/2021,cream cheese ,39,426,Mother Dairy
7493,907,28/09/2021,cat food,24,106,Whiskas
7493,907,28/09/2021,chocolate marshmallow,29,253,Mars
7493,907,28/09/2021,chocolate,28,435,Cadbury
7493,907,28/09/2021,chocolate,28,435,Cadbury
7493,907,28/09/2021,soda,138,165,TATA
7494,57,28/09/2021,domestic eggs,49,437,Henfruit
7494,57,28/09/2021,dish cleaner,46,283,Vim
7494,57,28/09/2021,long life bakery product,85,398,Hershey's
7494,57,28/09/2021,fruit/vegetable juice,64,183,Real
7494,57,28/09/2021,newspapers,95,84,Origami
7495,1762,3/9/2021,long life bakery product,85,398,Hershey's
7495,1762,3/9/2021,napkins,94,332,Origami
7495,1762,3/9/2021,shopping bags,133,467,Lankmark
7495,1762,3/9/2021,newspapers,95,84,Origami
7495,1762,3/9/2021,cleaner,31,212,Harpic
7496,396,3/9/2021,mustard,93,480,Vedaka
7496,396,3/9/2021,jam,76,464,Kissan
7496,396,3/9/2021,sugar,150,100,TATA
7496,396,3/9/2021,cream cheese ,39,426,Mother Dairy
7496,396,3/9/2021,bottled water,12,62,Bisleri
7497,726,10/4/2021,pastry,105,184,MTR
7497,726,10/4/2021,waffles,159,103,Cadbury
7497,726,10/4/2021,bottled water,12,62,Bisleri
7497,726,10/4/2021,yogurt,165,496,Amul
7497,726,10/4/2021,sweet spreads,151,452,Hershey's
7498,1642,10/4/2021,whole milk,164,176,Mother Dairy
7498,1642,10/4/2021,chocolate,28,435,Cadbury
7498,1642,10/4/2021,specialty chocolate,145,414,Cadbury
7498,1642,10/4/2021,newspapers,95,84,Origami
7498,1642,10/4/2021,fruit/vegetable juice,64,183,Real
7499,1080,19/08/2021,soda,138,165,TATA
7499,1080,19/08/2021,newspapers,95,84,Origami
7499,1080,19/08/2021,dental care,43,315,Colgate
7499,1080,19/08/2021,domestic eggs,49,437,Henfruit
7499,1080,19/08/2021,female sanitary products,50,148,Whisper
7500,1292,19/08/2021,soda,138,165,TATA
7500,1292,19/08/2021,skin care,134,121,Oriflame
7500,1292,19/08/2021,newspapers,95,84,Origami
7500,1292,19/08/2021,photo/film,107,300,Philips
7500,1292,19/08/2021,white bread,162,176,English Oven
7501,1342,1/9/2021,seasonal products,131,148,TATA
7501,1342,1/9/2021,white wine,163,385,Blender Spride
7501,1342,1/9/2021,bottled water,12,62,Bisleri
7501,1342,1/9/2021,domestic eggs,49,437,Henfruit
7501,1342,1/9/2021,soda,138,165,TATA
7502,1717,1/9/2021,roll products ,121,297,Origami
7502,1717,1/9/2021,flower (seeds),54,457,True Basket
7502,1717,1/9/2021,salty snack,128,74,Sunfeast
7502,1717,1/9/2021,soda,138,165,TATA
7502,1717,1/9/2021,pastry,105,184,MTR
7503,388,8/6/2021,newspapers,95,84,Origami
7503,388,8/6/2021,hair spray,66,216,Set Wet
7503,388,8/6/2021,mayonnaise,89,107,Amul
7503,388,8/6/2021,shopping bags,133,467,Lankmark
7503,388,8/6/2021,fruit/vegetable juice,64,183,Real
7504,381,8/6/2021,rolls/buns,122,316,Godrej
7504,381,8/6/2021,dessert,44,266,Nestle
7504,381,8/6/2021,fruit/vegetable juice,64,183,Real
7504,381,8/6/2021,misc. beverages,92,493,Minute Maid
7504,381,8/6/2021,rolls/buns,122,316,Godrej
7505,79,8/5/2021,newspapers,95,84,Origami
7505,79,8/5/2021,specialty bar,143,85,True elements
7505,79,8/5/2021,bottled beer,11,273,Budweiser
7505,79,8/5/2021,coffee,34,476,Nescafe
7505,79,8/5/2021,soups,141,490,MTR
7506,1491,8/5/2021,margarine,88,151,TSR
7506,1491,8/5/2021,rolls/buns,122,316,Godrej
7506,1491,8/5/2021,yogurt,165,496,Amul
7506,1491,8/5/2021,baking powder,6,265,MDH
7506,1491,8/5/2021,canned fish,21,240,Costa's
7507,168,7/8/2021,newspapers,95,84,Origami
7507,168,7/8/2021,canned beer,20,280,Budweiser
7507,168,7/8/2021,whipped/sour cream,160,170,Amul
7507,168,7/8/2021,candles,18,491,Bella Vita Organic
7507,168,7/8/2021,canned beer,20,280,Budweiser
7508,720,7/8/2021,pastry,105,184,MTR
7508,720,7/8/2021,frozen vegetables,63,113,Ocean's Secret
7508,720,7/8/2021,napkins,94,332,Origami
7508,720,7/8/2021,specialty chocolate,145,414,Cadbury
7508,720,7/8/2021,coffee,34,476,Nescafe
7509,343,24/04/2021,sliced cheese,135,185,TATA
7509,343,24/04/2021,spread cheese,149,81,Veeba
7509,343,24/04/2021,bottled beer,11,273,Budweiser
7509,343,24/04/2021,rolls/buns,122,316,Godrej
7509,343,24/04/2021,red/blush wine,119,438,Budweiser
7510,656,24/04/2021,specialty chocolate,145,414,Cadbury
7510,656,24/04/2021,white wine,163,385,Blender Spride
7510,656,24/04/2021,pickled vegetables,108,389,MTR
7510,656,24/04/2021,dessert,44,266,Nestle
7510,656,24/04/2021,newspapers,95,84,Origami
7511,334,10/6/2021,butter,15,389,Amul
7511,334,10/6/2021,pastry,105,184,MTR
7511,334,10/6/2021,whipped/sour cream,160,170,Amul
7511,334,10/6/2021,margarine,88,151,TSR
7511,334,10/6/2021,Instant food products,0,190,Nestle
7512,1519,10/6/2021,domestic eggs,49,437,Henfruit
7512,1519,10/6/2021,shopping bags,133,467,Lankmark
7512,1519,10/6/2021,shopping bags,133,467,Lankmark
7512,1519,10/6/2021,shopping bags,133,467,Lankmark
7512,1519,10/6/2021,fruit/vegetable juice,64,183,Real
7513,1988,11/4/2021,beverages,10,305,Minute Maid
7513,1988,11/4/2021,yogurt,165,496,Amul
7513,1988,11/4/2021,frozen fruits,60,433,Rivendell
7513,1988,11/4/2021,shopping bags,133,467,Lankmark
7513,1988,11/4/2021,brown bread,14,423,English Oven
7514,1470,11/4/2021,bottled beer,11,273,Budweiser
7514,1470,11/4/2021,oil,98,134,Aashirvaad
7514,1470,11/4/2021,pot plants,112,238,Origami
7514,1470,11/4/2021,chewing gum,26,280,Nestle
7514,1470,11/4/2021,rolls/buns,122,316,Godrej
7515,1235,27/04/2021,long life bakery product,85,398,Hershey's
7515,1235,27/04/2021,dental care,43,315,Colgate
7515,1235,27/04/2021,cat food,24,106,Whiskas
7515,1235,27/04/2021,kitchen towels,78,470,Origami
7515,1235,27/04/2021,dessert,44,266,Nestle
7516,769,27/04/2021,long life bakery product,85,398,Hershey's
7516,769,27/04/2021,Instant food products,0,190,Nestle
7516,769,27/04/2021,detergent,45,295,Rin
7516,769,27/04/2021,ice cream,74,323,Mother Dairy
7516,769,27/04/2021,shopping bags,133,467,Lankmark
7517,1201,19/08/2021,waffles,159,103,Cadbury
7517,1201,19/08/2021,frozen potato products,62,189,MTR
7517,1201,19/08/2021,margarine,88,151,TSR
7517,1201,19/08/2021,butter,15,389,Amul
7517,1201,19/08/2021,curd,40,473,Mother Dairy
7518,1364,19/08/2021,newspapers,95,84,Origami
7518,1364,19/08/2021,yogurt,165,496,Amul
7518,1364,19/08/2021,pastry,105,184,MTR
7518,1364,19/08/2021,sugar,150,100,TATA
7518,1364,19/08/2021,rice,120,490,Basmati
7519,932,20/07/2021,waffles,159,103,Cadbury
7519,932,20/07/2021,butter,15,389,Amul
7519,932,20/07/2021,chocolate,28,435,Cadbury
7519,932,20/07/2021,bottled water,12,62,Bisleri
7519,932,20/07/2021,sugar,150,100,TATA
7520,611,20/07/2021,cereals,25,413,Kellogg's
7520,611,20/07/2021,cookware,37,124,Prestige
7520,611,20/07/2021,napkins,94,332,Origami
7520,611,20/07/2021,hard cheese,69,460,Mother Dairy
